_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3213617,324179930,23170786,99,2023-10-27T10:00:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3213618,324262605,23172076,99,2023-10-29T12:30:00,"300 Block North Shore Dr Pittsburgh, PA 15212",N,North Shore,1,FOUND PROPERTY,9489 Found Property,2205,1,1,-80.00963634854578,40.454910356150975
3213619,324264857,23172119,0,2023-10-29T13:59:00,"Sandusky St S & Lacock St Pittsburgh, PA 15212",N,North Shore,1,99,9998 Overdose Other,2205,1,6,-80.00257675940631,40.44955691582901
3213620,324817645,23176513,0,2023-11-06T15:53:00,"2100 Block Wylie Ave Pittsburgh, PA 15219",N,Middle Hill,2,99,9999 9999 - (Misc. Incident): Forced Entry,501,6,3,-79.97924749008516,40.444890276742065
3213621,324824182,23176565,99,2023-11-06T17:07:00,"5th Ave & Tennyson Ave Pittsburgh, PA 15213",Y,North Oakland,4,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,404,8,3,-79.95317725066873,40.44558182521549
3213622,324824715,23176571,18,2023-11-06T17:15:00,"Smithfield St & 3rd Ave Pittsburgh, PA 15222",Y,Central Business District,2,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,201,6,6,-79.99989132962422,40.438220057480564
3213623,324825101,23176556,10,2023-11-06T16:59:00,"1500 Block Roseberry St Pittsburgh, PA 15216",Y,Banksville,6,SIMPLE ASSAULT,2701 Simple Assault.,2023,,,,
3213624,324827253,23176609,27,2023-11-06T18:05:00,"6300 Block Penn Ave Pittsburgh, PA 15206",N,Shadyside,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1785 Proof of Financial Responsibility Following Accident.,708,,,,
3213625,324238327,23171167,27,2023-10-27T22:40:00,"8700 Block Bricelyn St Pittsburgh, PA 15221",N,East Hills,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1306,9,2,-79.8729401171202,40.45959720903412
3213626,324238689,23171539,6,2023-10-28T14:30:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.92217494469345,40.46516578481274
3213627,324240261,23171581,10,2023-10-28T16:10:00,"2500 Block Wadsworth St Pittsburgh, PA 15213",N,West Oakland,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a) Harassment.,402,,,,
3213628,324240369,23171555,5,2023-10-28T15:52:00,"3000 Block Zephyr Ave Pittsburgh, PA 15204",N,Sheraden,6,BURGLARY,3502 Burglary.,2018,2,5,-80.05345044308231,40.45632166949545
3213629,324251074,23171576,6,2023-10-28T16:44:00,"S Canal St & Chestnut St Pittsburgh, PA 15212",N,North Shore,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304 Criminal Mischief.,2205,1,1,-79.99333568269438,40.453734742216
3213630,324253226,23171960,99,2023-10-29T06:45:00,"2300 Block Smallman St Pittsburgh, PA 15222",Y,Strip District,2,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,203,7,6,-79.98182083449682,40.45361338022692
3213631,324254207,23171939,4,2023-10-29T04:20:00,"1800 Block Brownsville Rd Pittsburgh, PA 15210",Y,Carrick,3,AGG-ASSAULT,2702 Aggravated Assault.,2901,4,3,-79.98817893144884,40.39713149401125
3213632,324255857,23171908,10,2023-10-29T03:12:00,"1800 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,SIMPLE ASSAULT,2701 Simple Assault.,2901,4,3,-79.98817893144884,40.39713149401125
3213633,-3530573666,23172013,6,2023-10-29T09:54:00,"2600 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1609,3,3,-79.96824218932913,40.42727897405583
3213634,324263713,23172087,6,2023-10-29T12:40:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-79.99740883167522,40.441533222252524
3213635,324980795,23177501,6,2023-11-08T10:14:00,"2500 Block Larkins Way Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1609,3,3,-79.97038111303263,40.42655072086149
3213636,324981851,23128940,13,2023-11-08T10:50:00,"2800 Block West Liberty Ave Pittsburgh, PA 15216",Y,Central Business District,2,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property.,201,,,,
3213637,324985619,23130929,6,2023-11-08T10:55:00,"1st Ave & Blvd Of The Allies Pittsburgh, PA 15222",Y,Strip District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,203,6,6,-79.99875614377409,40.43723578367687
3213638,324986371,23120901,5,2023-11-08T11:00:00,"1st Ave & Blvd Of The Allies Pittsburgh, PA 15222",Y,Central Business District,2,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 903 Criminal Conspiracy.,201,6,6,-79.99875614377409,40.43723578367687
3213639,324988254,23174739,6,2023-11-08T11:00:00,"1st Ave & Blvd Of The Allies Pittsburgh, PA 15222",Y,Central Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,6,6,-79.99875614377409,40.43723578367687
3213640,324988329,23177528,0,2023-11-08T11:26:00,"Irvine St & Greenfield Ave Pittsburgh, PA 15207",N,Hazelwood,4,99,9999 9999 - (Misc. Incident): ,1501,5,3,-79.95203927363389,40.424924500005034
3213641,324996264,23177531,6,2023-11-08T10:00:00,"1100 Block Lakewood St Pittsburgh, PA 15220",N,Elliott,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2020,2,5,-80.04070488620545,40.44658065048319
3213642,325004783,23177588,14,2023-11-08T07:30:00,"100 Block S 26th St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1609,3,3,-79.96910613356309,40.426323038597566
3213643,325005047,23177569,99,2023-11-08T13:58:00,"300 Block N Braddock Ave Pittsburgh, PA 15208",N,Point Breeze North,4,AIDED CASE,9498 302 (Mental) / 9497 Aided Case,1405,9,2,-79.89280139717684,40.449654633119316
3213644,325008654,23176560,6,2023-11-06T16:19:00,"Larimer Ave & Station St Pittsburgh, PA 15206",N,East Liberty,5,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",1115,9,2,-79.91968010328488,40.46196874656408
3213645,324860516,23173110,26,2023-11-10T14:04:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,103,6,6,-79.99459104985328,40.435334670473395
3213646,324862459,23173111,26,2023-11-10T10:00:00,"Homeless Pittsburgh, PA 15219",N,Central Business District,2,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,201,,,,
3213647,324889341,23176951,99,2023-11-07T11:50:00,"300 Block Parallel Ave Pittsburgh, PA 15210",N,Carrick,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2902,4,3,-79.98221122085182,40.40274186775401
3213648,324927736,23177104,10,2023-11-07T07:30:00,"100 Block W Mc Intyre Ave Pittsburgh, PA 15214",Y,Perry South,1,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2614,6,1,-80.01178852010982,40.46853896056554
3213649,324934827,23177193,27,2023-11-07T05:30:00,"2500 Block Josephine St Pittsburgh, PA 15203",N,South Side Slopes,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1608,,,,
3213650,324935969,23177214,5,2023-11-07T19:30:00,"2000 Block Arlington Ave Pittsburgh, PA 15210",N,Arlington,3,BURGLARY,3502 Burglary. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1603,3,3,-79.97827216213867,40.41779612431229
3213651,324937261,23175759,23,2023-11-05T01:55:00,"E Carson St & S 17th St Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5507 Obstructing Highways and Passages. / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,1702,3,3,-79.98205089191548,40.42884289610576
3213652,324938383,23177215,6,2023-11-07T20:33:00,"2000 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1702,3,3,-79.97643264287119,40.43034081399975
3213653,324938457,23177280,0,2023-11-07T21:30:00,"400 Block N.Shore Dr S Pittsburgh, PA 15212",N,North Shore,1,99,9999 9999 - (Misc. Incident): Evicted from Stage A.E.,2205,1,6,-80.01233990204223,40.446271022494756
3213654,324611956,23174387,14,2023-11-02T16:00:00,"1300 Block Pointview St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1203,9,2,-79.89849153025116,40.46661771909171
3213655,324632896,23174244,10,2023-11-01T23:00:00,"300 Block Cape May Ave Pittsburgh, PA 15216",Y,Beechview,6,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 2902 Unlawful Restraint. / 3736 Reckless Driving,1916,4,5,-80.02081109245711,40.409943994657674
3213656,324653319,23174747,0,2023-11-03T09:05:00,"Sarah St & S 21st St Pittsburgh, PA 15203",Y,South Side Flats,3,99,3111 Obedience to Traffic-Control Devices. / 1786 Required Financial Responsibility. / 627.02(b)(i) Possessing a small amount of marijuana,1609,3,3,-79.97634776121714,40.427596471823854
3213657,325213805,23179260,18,2023-11-11T13:52:00,"Island Ave & Brighton Rd Pittsburgh, PA 15212",Y,California-Kirkbride,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30)* Delivery of Controlled Substance,2507,6,1,-80.02271055319153,40.46379091681612
3213658,325225313,23179361,6,2023-11-11T17:40:00,"2000 Block Spring Garden Ave Pittsburgh, PA 15212",N,Spring Garden,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2412,1,1,-79.98571124037068,40.46939746151144
3213659,325256582,23176033,0,2023-11-05T17:21:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Sheraden,6,99,3213 Prohibited Acts.,2018,6,6,-79.99688178462712,40.43480407292362
3213660,324143244,23170645,0,2023-10-27T03:54:00,"700 Block W North Ave Pittsburgh, PA 15212",N,Central North Side,1,99,9999 9999 - (Misc. Incident): ,2206,1,1,-80.0136643232371,40.45416107841037
3213661,324685253,23175031,10,2023-11-03T18:02:00,"2900 Block Hartman St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,HARRASSMENT,2709(a) Harassment.,2715,1,1,-80.03145414053421,40.47050450257777
3213662,324687763,23175130,0,2023-11-03T21:00:00,"2000 Block Eggers St Pittsburgh, PA 15212",N,Troy Hill,1,99,9999 9999 - (Misc. Incident): ,2406,1,1,-79.97842958215955,40.467771028624625
3213663,324702381,23175361,14,2023-11-03T22:30:00,"40 Block E North Ave Pittsburgh, PA 15212",N,Allegheny Center,1,CRIM MISCHIEF,3304 Criminal Mischief.,2204,1,1,-80.00750351450878,40.45552862644737
3213664,324714487,23175482,6,2023-11-04T02:00:00,"200 Block Courtland St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1501,5,3,-79.94626851426523,40.40449530309296
3213665,324718868,23175580,6,2023-11-04T19:05:00,"2000 Block Wharton St Pittsburgh, PA 15203",Y,South Side Flats,3,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1702,3,3,-79.97643264287119,40.43034081399975
3213666,325069588,23177994,6,2023-11-09T07:00:00,"200 Block E Elizabeth St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,1515,5,3,-79.94136802997383,40.40719161787038
3213667,325073158,23178064,10,2023-11-09T10:46:00,"1200 Block Woodbourne Ave Pittsburgh, PA 15226",Y,Brookline,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1918,4,5,-80.01624182027551,40.38846504865312
3213668,-3708000864,23178141,6,2023-11-09T12:45:00,"7200 Block Thomas Blvd Pittsburgh, PA 15208",N,Point Breeze North,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304 Criminal Mischief.,1405,,,,
3213669,-3548164798,23178135,0,2023-11-09T13:14:00,"100 Block Laclede St Pittsburgh, PA 15211",N,Mount Washington,3,99,9999 9999 - (Misc. Incident): ,1807,3,5,-80.00315248692202,40.42380757000527
3213670,325104820,23178174,0,2023-11-09T16:03:00,"200 Block Aidyl Ave Pittsburgh, PA 15226",Y,Brookline,6,99,9994 PFA Service,1919,4,5,-80.02817668976955,40.39625526582658
3213671,325107354,23178247,0,2023-11-09T17:26:00,"500 Block Lowell St Pittsburgh, PA 15206",Y,Larimer,5,99,9993 PFA Service with Weapons Supplement,1204,9,2,-79.9110388211097,40.46222723408833
3213672,325108984,23178276,0,2023-11-09T18:04:00,"300 Block Bellbrook St Pittsburgh, PA 15226",Y,Brookline,6,99,9994 PFA Service,1917,4,5,-80.01815695782203,40.40119612151083
3213673,324178436,23170749,0,2023-10-27T10:00:00,"500 Block Diamond St Pittsburgh, PA 15219",N,Central Business District,2,99,8104 CLASS 1 - Suspicious Package or Device,201,6,6,-79.99530056369971,40.43806501503677
3213674,324181046,23170736,10,2023-10-27T10:03:00,Zone 2,Y,,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3126 Indecent Assault. / 5503 Disorderly Conduct. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 901 Criminal Attempt",,,,,
3213675,324192861,23170891,99,2023-10-27T14:05:00,"100 Block 43rd St Pittsburgh, PA 15201",N,Central Lawrenceville,2,AIDED CASE,9497 Aided Case,901,7,2,-79.96392349942516,40.4728743674429
3213676,324195011,23170900,10,2023-10-27T14:24:00,"Forbes Ave & Halket St Pittsburgh, PA 15213",N,Central Oakland,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,405,3,3,-79.96124383800552,40.43847250107275
3213677,324195520,23170914,6,2023-10-27T14:00:00,"100 Block Robinson St Pittsburgh, PA 15213",N,West Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,402,6,3,-79.96544804984292,40.438763560427354
3213678,324196632,23170935,6,2023-10-27T15:00:00,"Robinson St & Allequippa St Pittsburgh, PA 15213",N,West Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,402,6,3,-79.96574950914271,40.442835126110886
3213679,324200017,23170947,14,2023-10-27T16:27:00,"600 Block Pressley St Pittsburgh, PA 15212",Y,East Allegheny,1,INJURY/TAMP/FIRE APP-HYD-ETC,3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s) / 13(a)(32) Paraphernalia - Use or Possession,2304,1,1,-79.99867967214155,40.45221882271537
3213680,324202521,23171015,10,2023-10-27T17:58:00,"900 Block Becks Run Rd Pittsburgh, PA ",N,Arlington,3,TERRORISTIC THREATS,2706 Terroristic Threats.,1603,,,,
3213681,324202928,23170946,0,2023-10-27T16:19:00,"4800 Block Gidding St Pittsburgh, PA 15207",N,Hazelwood,4,99,9999 9999 - (Misc. Incident): Welfare Check,1515,,,,
3213682,324204275,23171051,11,2023-10-27T11:55:00,"200 Block Sagamore St Pittsburgh, PA 15204",N,Esplen,6,CREDIT CARDS,4106 Access Device Fraud,2017,2,5,-80.05321998032355,40.46359870942793
3213683,324209525,23171139,18,2023-10-27T21:04:00,"300 Block Dollar St Pittsburgh, PA 15213",Y,North Oakland,4,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance,507,6,3,-79.95269935519671,40.451716530302335
3213684,324749671,23176086,0,2023-11-05T18:15:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9999 9999 - (Misc. Incident): ,305,6,3,-79.97998240539275,40.44358891030736
3213685,324746058,23176006,14,2023-11-05T16:05:00,"1000 Block Parkview Blvd Pittsburgh, PA 15217",N,Squirrel Hill South,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1414,5,3,-79.90992218433016,40.424657632586644
3213686,324749744,23176064,15,2023-11-05T18:45:00,"Penn Ave & S Braddock Ave Pittsburgh, PA 15221",N,Point Breeze,4,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 4303 General Lighting Requirements. / 1511 Carrying and Exhibiting Driver's License on Demand. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4524 Windshield Obstructions and Wipers.",1406,9,3,-79.89516498981875,40.44714066111949
3213687,324750119,23176087,6,2023-11-05T17:30:00,"300 Block N Dithridge St Pittsburgh, PA 15213",N,North Oakland,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,507,6,3,-79.95384881540078,40.451709417604974
3213688,324751610,23176126,10,2023-11-05T20:21:00,"1000 Block Shady Ave Pittsburgh, PA 15232",N,Point Breeze,4,SIMPLE ASSAULT,2701 Simple Assault. / 607.03 Discharging Firearm or Airgun,1404,,,,
3213689,324752881,23175754,10,2023-11-05T01:02:00,"7700 Block Hamilton Ave Pittsburgh, PA 15221",Y,Homewood South,5,SIMPLE ASSAULT,2701 Simple Assault.,1304,9,2,-79.88909220258323,40.45256859193237
3213690,-3532085965,23176148,0,2023-11-05T21:53:00,"3600 Block Wind Gap Ave Pittsburgh, PA 15204",Y,Fairywood,6,99,8106 Shots Fired,2808,,,,
3213691,324760254,23176203,27,2023-11-06T01:05:00,"200 Block Essen St Pittsburgh, PA 15214",N,Spring Hill-City View,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2620,1,1,-80.00254947105284,40.47307668066808
3213692,-3699000373,23176174,0,2023-11-05T23:23:00,"Bennett St & Collier St Pittsburgh, PA 15208",Y,Homewood South,5,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 3325 Duty of Driver on Approach of Emergency Vehicle. / 3714 Careless Driving / 3809(a) Restriction on Alcoholic Beverages in Vehicle / 3301 Arson  / 1543 Driving While Operating Privilege is Suspended or Revoked.,1303,9,2,-79.89226853946305,40.45547091783259
3213693,324759563,23171961,0,2023-10-29T05:05:00,"Baum Blvd & Liberty Ave Pittsburgh, PA 15224",Y,Bloomfield,5,99,3742.1 Accident Involv. Death/Inj. While not Licensed / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4581 Restraint Systems.,804,7,2,-79.93964316707483,40.45663498367191
3213694,325185505,23178712,26,2023-11-10T13:35:00,"Penn Ave & N Mathilda St Pittsburgh, PA 15224",N,Central Lawrenceville,2,LURING CHILD INTO MOTOR VEHICLE,2910 Luring a Child into a Motor Vehicle.,902,7,2,-79.9464499524183,40.46547442732796
3213695,325186308,23178695,6,2023-11-10T15:15:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.92217494469345,40.46516578481274
3213696,325190664,23178805,6,2023-11-10T18:03:00,"4700 Block Centre Ave Pittsburgh, PA 15213",N,Bloomfield,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,804,8,2,-79.94928072404439,40.45255923360865
3213697,325191614,23177872,14,2023-11-10T21:15:00,"700 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,2,CRIM MISCHIEF,3304 Criminal Mischief. / 3301 Arson ,103,6,6,-79.99459104985328,40.435334670473395
3213698,325195467,23178872,0,2023-11-10T20:50:00,"6000 Block Carver St Pittsburgh, PA 15206",Y,Larimer,5,99,2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,1208,,,,
3213699,325205136,23178672,18,2023-11-10T15:05:00,"100 Block Mayflower St Pittsburgh, PA 15206",N,Larimer,5,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 4703 Operation of Vehicle without Official Certif. of Inspection / 5101 Obstructing Admin. of Law  / 1311 Registration Card to be Signed and Exhibited on Demand. / 1511 Carrying and Exhibiting Driver's License on Demand. / 3354 Additional Parking Regulations. / 4706 Prohib. on Expend. for Emission Insp Prog.. / 4524 Windshield Obstructions and Wipers. / 1301 Registration and Certificate of Title Required. / 1332 Display of Registration Plate. / 1786 Required Financial Responsibility.,1208,,,,
